Kategori,Isim,Kutle_Mgunes,Yaricap_Rgunes,Hiz_veq_kms,Acisal_Momentum_J,Evrenaki_Kutlesi_Mevr_kg
Radyatif (Gercek Gozlem),HD 38283,1.37,1.49,3.0,5.9317510633290016e+41,5.448710284131963e+28
Konvektif (Gercek Gozlem),Kepler-25,1.165,1.316,9.34,1.3870225357642837e+42,8.33189938342691e+28
Konvektif (Gercek Gozlem),HD 55696,1.29,1.52,7.0,1.3294933358616e+42,8.157279448509845e+28
Radyatif (Gercek Gozlem),24 Sex,1.54,4.9,2.77,2.0246567066926206e+42,1.006648744618177e+29
Konvektif (Gercek Gozlem),K2-352,0.98,0.95,2.732410182352265,2.4640550288705437e+41,3.5117812790811476e+28
Konvektif (Gercek Gozlem),HD 8673,1.28,1.50225,26.9,5.0102487554857926e+42,1.5835504443347072e+29
Radyatif (Gercek Gozlem),WASP-150,1.394,1.651,8.82,1.966225203367032e+42,9.920164809023576e+28
Konvektif (Gercek Gozlem),TOI-2134,0.744,0.709,2.0,1.0218896320651203e+41,2.261539900830549e+28
Konvektif (Gercek Gozlem),TOI-4010,0.88,0.83,1.3,9.197270154072e+40,2.145515862293111e+28
Konvektif (Gercek Gozlem),HD 11506,1.22,1.24,5.5,8.059331724444e+41,6.351141284669854e+28
Konvektif (Gercek Gozlem),HD 9174,1.03,1.67,2.1,3.4988700841731e+41,4.184717706506455e+28
Konvektif (Gercek Gozlem),GJ 4274,0.18,0.19,2.3,7.61918938326e+39,6.175279831497298e+27
Konvektif (Gercek Gozlem),GJ 724,0.5271,0.52226,2.0,5.332914277428301e+40,1.6337460833860105e+28
Konvektif (Gercek Gozlem),HD 34445,1.07,1.38,2.7,3.8617259874102e+41,4.396357343863889e+28
Radyatif (Gercek Gozlem),TOI-1842,1.4643,2.032,4.23,1.2191270285403126e+42,7.811361519979179e+28
Konvektif (Gercek Gozlem),HD 27631,0.944,0.923,1.34,1.1309237385552288e+41,2.379134080237575e+28
Konvektif (Gercek Gozlem),TOI-1803,0.756,0.715,1.0,5.235795358794e+40,1.6188014694812315e+28
Konvektif (Gercek Gozlem),HD 204313,1.03,1.1,2.4,2.6338799607120004e+41,3.630782613424542e+28
Konvektif (Gercek Gozlem),HD 141399,1.07,1.387236,2.9,4.169528557280148e+41,4.568206573448538e+28
Konvektif (Gercek Gozlem),HD 108341,0.843,0.79,2.0,1.2901478651334e+41,2.5411014387838178e+28
Radyatif (Gercek Gozlem),ups Leo,1.48,11.22,1.78,2.863053088944048e+42,1.197062865507071e+29
Radyatif (Gercek Gozlem),HD 238914,1.47,12.73,2.5,4.531485279935251e+42,1.5059915838470822e+29
Konvektif (Gercek Gozlem),TOI-2260,0.99,0.94,5.628067194160295,5.0731435180431004e+41,5.038959088831186e+28
Konvektif (Gercek Gozlem),TOI-500,0.74,0.678,1.1,5.345753454241201e+40,1.635711551405076e+28
Konvektif (Gercek Gozlem),TOI-2537,0.771,0.771,3.0,1.72736787039453e+41,2.940320533004771e+28
Konvektif (Gercek Gozlem),K2-352,0.98,0.95,2.732410182352265,2.4640550288705437e+41,3.5117812790811476e+28
Radyatif (Gercek Gozlem),TOI-1408,1.312,1.53,9.8,1.905487780367808e+42,9.765744148664124e+28
Konvektif (Gercek Gozlem),HD 165131,1.06,1.06419,2.3,2.5130880288765346e+41,3.5465501776437926e+28
Konvektif (Gercek Gozlem),Kepler-44,1.12,1.35,4.0,5.858232569280002e+41,5.414839178565669e+28
Konvektif (Gercek Gozlem),Kepler-41,1.15,1.29,6.0,8.621714302109998e+41,6.568997125420575e+28
Konvektif (Gercek Gozlem),Kepler-94,0.81,0.76,0.5,2.98142193258e+40,1.2215576815932433e+28
Konvektif (Gercek Gozlem),HAT-P-37,0.929,0.877,3.07,2.422749481698464e+41,3.482222462993152e+28
Konvektif (Gercek Gozlem),WASP-103,1.22,1.436,10.6,1.798767210803472e+42,9.48832909047229e+28
Konvektif (Gercek Gozlem),TOI-6564,1.18,1.7,1.0,1.94305795866e+41,3.118495600142496e+28
Konvektif (Gercek Gozlem),HD 7924,0.65,0.78,1.35,6.629740876395001e+40,1.8215895879215835e+28
Konvektif (Gercek Gozlem),HD 133131 B,0.93,0.989538,7.0,6.2397658314009025e+41,5.588386101212114e+28
Konvektif (Gercek Gozlem),Kepler-19,0.936,0.859,2.0,1.5575924547892802e+41,2.7920884713737814e+28
Konvektif (Gercek Gozlem),HD 79181,1.28,11.06,1.84,2.5231190704312326e+42,1.1237536907940234e+29
Konvektif (Gercek Gozlem),HD 85390,0.758,0.8,4.0,2.349492215616e+41,3.4291719552070263e+28
Konvektif (Gercek Gozlem),TOI-1238,0.59,0.58,2.0,6.62925656484e+40,1.8215230519125056e+28
Konvektif (Gercek Gozlem),Kapteyn,0.281,0.291,6.0,4.752316819668601e+40,1.5422506108869212e+28
Konvektif (Gercek Gozlem),HD 27894,0.81,0.891767,1.5,1.0495001417964744e+41,2.2918886234816946e+28
Konvektif (Gercek Gozlem),TOI-700,0.415,0.421,0.39443592671129907,6.67515699247977e+39,5.780068698255705e+27
Radyatif (Gercek Gozlem),KELT-3,1.96,1.7,7.2,2.3237655858144e+42,1.0784460295934823e+29
Radyatif (Gercek Gozlem),TOI-201,1.32,1.31,9.52,1.5945458138850244e+42,8.933481840360077e+28
Konvektif (Gercek Gozlem),HD 81040,0.99,0.91,2.0,1.745265119598e+41,2.955513603191271e+28
Konvektif (Gercek Gozlem),GJ 1252,0.381,0.391,0.30908997018194656,4.460067918097177e+39,4.724686471369145e+27
Konvektif (Gercek Gozlem),LHS 475,0.262,0.2789,0.17789098422781863,1.2590952051070826e+39,2.5103342015235247e+27
Konvektif (Gercek Gozlem),TOI-2196,1.032,1.043,2.0,2.0852053372987202e+41,3.230551524065704e+28
Konvektif (Gercek Gozlem),HIP 8923,1.01,1.32164,3.0,3.8789182727142116e+41,4.406132699878658e+28
Konvektif (Gercek Gozlem),TYC 4282-00605-1,0.97,16.21,3.0,4.5691017584121e+42,1.5122293863442057e+29
Konvektif (Gercek Gozlem),Kepler-165,0.746,0.77,0.2,1.1127929736924e+40,7.462931329487673e+27
Konvektif (Gercek Gozlem),HD 148164,1.21,1.34,4.0,6.282102042216001e+41,5.607312383240588e+28
Konvektif (Gercek Gozlem),HD 207832,1.05,0.89,3.0,2.7155348888850007e+41,3.6866333842864192e+28
Konvektif (Gercek Gozlem),HD 187085,1.189,1.27,5.1,7.459514769445829e+41,6.1102298447754915e+28
Konvektif (Gercek Gozlem),17 Sco,1.22,25.92,3.98,1.2190814598598274e+43,2.4701232374331536e+29
Konvektif (Gercek Gozlem),TOI-733,0.956,0.949,2.2,1.933310510579448e+41,3.1106637204427804e+28
Konvektif (Gercek Gozlem),GJ 357,0.342,0.337,2.0,2.2327537583988e+40,1.057116064381283e+28
Konvektif (Gercek Gozlem),K2-214,1.03,1.236,1.9,2.34295594686972e+41,3.4243986684656314e+28
Konvektif (Gercek Gozlem),TOI-469,0.901,0.98,1.94,1.659233177315532e+41,2.881747795511362e+28
Konvektif (Gercek Gozlem),TOI-3757,0.64,0.62,2.0,7.686993000960001e+40,1.9614647191128177e+28
Konvektif (Gercek Gozlem),Kepler-87,1.1,1.82,4.3,8.338488904746001e+41,6.460199586888352e+28
Konvektif (Gercek Gozlem),BD+03 2562,1.14,32.35,2.7,9.644899951896299e+42,2.1971065639156766e+29
Konvektif (Gercek Gozlem),Kepler-20,0.948,0.9639,2.0,1.770211426622184e+41,2.9765612794231334e+28
Radyatif (Gercek Gozlem),TYC 3667-1280-1,1.87,6.26,3.2,3.6284466720902405e+42,1.3476050517197316e+29
Konvektif (Gercek Gozlem),K2-240,0.58,0.54,2.529636584609281,7.674228275421589e+40,1.9598354759529173e+28
Konvektif (Gercek Gozlem),HD 164509,1.12,1.11,2.4,2.890061400844801e+41,3.803258047516629e+28
Konvektif (Gercek Gozlem),TOI-815,0.776,0.77,1.0,5.787716806872e+40,1.7019856517005643e+28
Konvektif (Gercek Gozlem),HD 141399,1.07,1.387236,2.9,4.169528557280148e+41,4.568206573448538e+28
Konvektif (Gercek Gozlem),Ross 458,0.556419,0.562566,18.48165629684812,5.6036518913506745e+41,5.295876297886487e+28
Konvektif (Gercek Gozlem),HIP 67851,1.28,5.45,3.33,2.2501192335148804e+42,1.0612190172438488e+29
Konvektif (Gercek Gozlem),KOI-3680,1.01,0.96,3.5,3.2871193860960002e+41,4.056112545216103e+28
Konvektif (Gercek Gozlem),G 268-110,0.137,0.177,0.06262177279382417,1.470869078797416e+38,8.580039103109128e+26
Konvektif (Gercek Gozlem),HATS-36,1.1,1.1,4.98,5.836729136238002e+41,5.404892093254937e+28
Konvektif (Gercek Gozlem),GJ 3138,0.681,0.5,0.5952086081433603,1.9630942286688092e+40,9.912263333761785e+27
Konvektif (Gercek Gozlem),HIP 57274,0.29,0.78,0.5,1.09551273741e+40,7.404759775835934e+27
Konvektif (Gercek Gozlem),HD 116029,0.83,4.89,0.46,1.8084212836162196e+41,3.0085141807305404e+28
Konvektif (Gercek Gozlem),TOI-4666,0.576,0.585,1.934427976465921,6.313726143024335e+40,1.7776453793169138e+28
Konvektif (Gercek Gozlem),K2-32,0.83,0.86,0.7,4.839822231425999e+40,1.5563847368700842e+28
Konvektif (Gercek Gozlem),Wolf 1069,0.167,0.1813,2.0,5.8654197527562e+39,5.41815976314837e+27
Konvektif (Gercek Gozlem),TrES-3,0.928,0.829,1.5,1.1177600730004801e+41,2.365247293574641e+28
Konvektif (Gercek Gozlem),HD 5608,1.29,5.43,1.37,9.295332589105291e+41,6.820790726276398e+28
Konvektif (Gercek Gozlem),K2-287,1.056,1.07,3.2,3.50229319824384e+41,4.186764262077029e+28
Konvektif (Gercek Gozlem),TOI-5027,1.02,0.92,4.52,4.10848078743648e+41,4.534640769023108e+28
Konvektif (Gercek Gozlem),HD 158259,1.08,1.21,2.9,3.6708103724292e+41,4.286306602009757e+28
Konvektif (Gercek Gozlem),WASP-138,1.22,1.36,7.7,1.2374973873662401e+42,7.869994039037545e+28
Konvektif (Gercek Gozlem),BD-06 1339,0.7,0.686355,0.57,2.6526290655095595e+40,1.152233559192627e+28
Konvektif (Gercek Gozlem),WASP-148,0.954,0.912,2.0,1.68549719921856e+41,2.9044658576080407e+28
Konvektif (Gercek Gozlem),HD 37124,0.85,0.949168,1.2,9.377737812739296e+40,2.166463124273867e+28
Konvektif (Gercek Gozlem),GJ 3293,0.42,0.404,0.4985235025278779,8.193531347919328e+39,6.403800856132367e+27
Radyatif (Gercek Gozlem),WASP-178,2.07,1.67,8.2,2.74571524774638e+42,1.1722763563805758e+29
Konvektif (Gercek Gozlem),Kepler-63,0.984,0.901,5.6,4.809088207594945e+41,4.9060687468199265e+28
Radyatif (Gercek Gozlem),11 UMi,2.78,29.79,1.5,1.2032652780357299e+43,2.4540474198591938e+29
Konvektif (Gercek Gozlem),HD 215152,0.77,0.73,3.35,1.82395121793885e+41,3.0214044705515543e+28
Konvektif (Gercek Gozlem),TOI-1136,1.022,0.968,6.7,6.420308287144752e+41,5.668657258190391e+28
Konvektif (Gercek Gozlem),K2-240,0.58,0.54,2.529636584609281,7.674228275421589e+40,1.9598354759529173e+28
Konvektif (Gercek Gozlem),CoRoT-20,1.14,1.02,4.5,5.0684172853860005e+41,5.036611348993568e+28
Radyatif (Gercek Gozlem),WASP-95,1.46,1.23,3.1,5.3923054809078005e+41,5.195047249107505e+28
Konvektif (Gercek Gozlem),HD 7199,0.77,0.97,2.5,1.8086615021475e+41,3.0087139894991863e+28
Konvektif (Gercek Gozlem),TOI-1243,0.515,0.511,2.0,5.098154014863e+40,1.597381806603408e+28
Radyatif (Gercek Gozlem),TOI-375,1.441,2.9,2.97,1.202190396970563e+42,7.756912371431445e+28
Konvektif (Gercek Gozlem),K2-248,0.88,0.92,2.6,2.0389129016256002e+41,3.194490456615171e+28
Konvektif (Gercek Gozlem),L 168-9,0.614,0.604,1.0537244807613833,3.785185835185381e+40,1.3764037943124423e+28
Konvektif (Gercek Gozlem),HD 32518,1.13,10.22,1.2,1.34234890177752e+42,8.196623067983216e+28
Konvektif (Gercek Gozlem),NGTS-12,1.021,1.589,0.5,7.857320531737949e+40,1.9830766144371984e+28
Konvektif (Gercek Gozlem),TOI-5005,0.97,0.93,1.35,1.17962312516685e+41,2.4298188503424963e+28
Konvektif (Gercek Gozlem),WASP-21,1.01,1.06,1.5,1.555511852349e+41,2.790223038818107e+28
Konvektif (Gercek Gozlem),HD 148156,1.22,1.21,5.73,8.19322062244686e+41,6.4036794284580455e+28
Konvektif (Gercek Gozlem),Kepler-411,0.87,0.82,3.989042306499251,2.7564909681589087e+41,3.7143305038575162e+28
Konvektif (Gercek Gozlem),HD 221416,1.212,2.943,2.8,9.673992353280528e+41,6.958331707137077e+28
Konvektif (Gercek Gozlem),HATS-57,1.026,0.96,4.09,3.902085025360704e+41,4.419270876726771e+28
Konvektif (Gercek Gozlem),HD 48948,0.686,0.679,2.0,9.023576657986803e+40,2.1251599077780073e+28
Konvektif (Gercek Gozlem),TOI-431,0.78,0.731,2.5,1.3807238121495001e+41,2.628788616518612e+28
Konvektif (Gercek Gozlem),HD 45652,0.92,0.94,2.0,1.6753305310560002e+41,2.895692955576087e+28
Konvektif (Gercek Gozlem),HATS-75,0.6017,0.5848,0.8442829481527288,2.8775986424367315e+40,1.2000998128402256e+28
Konvektif (Gercek Gozlem),K2-389,0.99,1.094,1.8,1.8883385019298802e+41,3.0742712393838483e+28
Konvektif (Gercek Gozlem),HD 191939,0.81,0.94,1.6,1.1800154175264e+41,2.4302228438360757e+28
Konvektif (Gercek Gozlem),HN Peg,1.08,1.006954,10.0,1.0533876283154952e+42,7.260998796260336e+28
Konvektif (Gercek Gozlem),WASP-31,1.163,1.252,7.9,1.1142072021779246e+42,7.4676720760308806e+28
Konvektif (Gercek Gozlem),TOI-4336 A,0.306,0.326,0.46459804314514125,4.4892235167162013e+39,4.740104025203535e+27
Radyatif (Gercek Gozlem),Kepler-43,1.32,1.42,4.9,8.896377071181603e+41,6.6728113840925915e+28
Konvektif (Gercek Gozlem),KOI-351,1.242,1.185,4.6,6.5577159991816195e+41,5.7289965436632445e+28
Konvektif (Gercek Gozlem),WASP-85 A,1.09,0.935,3.132728750476395,3.092542865929005e+41,3.9342334097212878e+28
Konvektif (Gercek Gozlem),YZ Cet,0.142,0.157,2.0,4.318896722868e+39,4.6493117462753614e+27
Konvektif (Gercek Gozlem),HD 222237,0.76,0.71,2.4,1.2544056723743999e+41,2.5056549380432533e+28
Konvektif (Gercek Gozlem),HD 99492,0.85,0.822539,0.41,2.776605040702871e+40,1.1788520740805437e+28
Konvektif (Gercek Gozlem),Kepler-444,0.758,0.752,2.0,1.10426134133952e+41,2.350921849028129e+28
Konvektif (Gercek Gozlem),LHS 1903,0.538,0.539,0.6683696662276485,1.8773385520253002e+40,9.693342482846397e+27
Konvektif (Gercek Gozlem),DMPP-6,1.079,1.27,2.4,3.1855999351831197e+41,3.992986804327699e+28
Konvektif (Gercek Gozlem),TOI-286,0.832,0.78,1.0961758533306885,6.890535691893224e+40,1.8570720402044506e+28
Radyatif (Gercek Gozlem),KIC 7917485,1.63,2.009938,120.0,3.8080824074898036e+43,4.365715463581883e+29
Radyatif (Gercek Gozlem),KELT-18,1.524,1.908,12.3,3.4643620722359374e+42,1.3167820438740185e+29
Konvektif (Gercek Gozlem),HD 152843,1.15,1.43,8.38,1.3348507902830098e+42,8.173698603631865e+28
Konvektif (Gercek Gozlem),HIP 14810,1.01,1.07,0.54,5.6526713728758e+40,1.6820121436212013e+28
Konvektif (Gercek Gozlem),HD 40307,0.77,0.716684,1.0,5.345314474247747e+40,1.635644389741721e+28
Konvektif (Gercek Gozlem),HD 89345,1.157,1.747,0.58,1.1355573796714604e+41,2.384003013573185e+28
Konvektif (Gercek Gozlem),HD 96167,1.27,1.94,3.8,9.068675749988401e+41,6.737118636142565e+28
Konvektif (Gercek Gozlem),K2-24,1.07,1.16,2.0,2.4045100082640003e+41,3.4690898843855206e+28
Konvektif (Gercek Gozlem),HR 858,1.204,1.258,7.5,1.10033066875914e+42,7.42102452785328e+28
Konvektif (Gercek Gozlem),HAT-P-54,0.645,0.617,2.35,9.058735255322026e+40,2.1292960172766497e+28
Konvektif (Gercek Gozlem),HD 3167,0.864,0.871,2.41,1.7567249383573344e+41,2.9652010233533185e+28
Konvektif (Gercek Gozlem),Kepler-974,0.46,0.45,0.6599051959850298,1.323142806107171e+40,8.137773876744645e+27
Konvektif (Gercek Gozlem),K2-141,0.708,0.681,3.0,1.4010590857208403e+41,2.6480762331059395e+28
Konvektif (Gercek Gozlem),TOI-3568,0.78,0.719,1.4,7.605124975702799e+40,1.9509917623373267e+28
Konvektif (Gercek Gozlem),K2-280,1.03,1.28,3.0,3.8310981246719995e+41,4.3788885905728004e+28
Konvektif (Gercek Gozlem),TOI-5786,1.23,1.36,7.0,1.1342189168856003e+42,7.5344351850578585e+28
Konvektif (Gercek Gozlem),TRAPPIST-1,0.0898,0.1192,2.04,2.1151325368240708e+39,3.253651630561177e+27
Konvektif (Gercek Gozlem),TOI-1117,0.97,1.05,1.32,1.3022362815462002e+41,2.5529784775508466e+28
Konvektif (Gercek Gozlem),GJ 720 A,0.57,0.56,0.99,3.0609265174488003e+40,1.2377379585269163e+28
Konvektif (Gercek Gozlem),Gl 686,0.426,0.427,2.49,4.387242575784979e+40,1.4818289729241654e+28
Konvektif (Gercek Gozlem),HD 44219,1.2,1.32,2.2,3.375457813728e+41,4.110253429156393e+28
Konvektif (Gercek Gozlem),HD 72659,1.033,1.36,1.6,2.17727877564288e+41,3.3011045377848585e+28
Radyatif (Gercek Gozlem),TOI-6029,1.548,2.338,10.4,3.645890566933306e+42,1.350840498919163e+29
Konvektif (Gercek Gozlem),K2-138,0.935,0.863,2.7,2.1102844425512856e+41,3.249920644716326e+28
Konvektif (Gercek Gozlem),Kepler-11,0.961,1.065,0.4,3.9654074051046003e+40,1.4087896901039711e+28
Konvektif (Gercek Gozlem),HD 179949,1.21,1.266865,6.3,9.354295481974893e+41,6.842389619539364e+28
Radyatif (Gercek Gozlem),kap CrB,1.33,4.68,1.5,9.043646528826e+41,6.727815108954041e+28
Konvektif (Gercek Gozlem),NGTS-26,0.96,1.16,1.5,1.617988042944e+41,2.84570522945947e+28
Konvektif (Gercek Gozlem),HD 106315,1.091,1.296,12.71,1.7407248498750804e+42,9.33398981462984e+28
Radyatif (Gercek Gozlem),HD 60532,1.5,2.57,8.0,2.98723367124e+42,1.2227477039714969e+29
Konvektif (Gercek Gozlem),WASP-166,1.19,1.22,5.1,7.1718598585998e+41,5.991259841426216e+28
Konvektif (Gercek Gozlem),WASP-84,0.853,0.768,2.558,1.6231760193170996e+41,2.8502638650984903e+28
Konvektif (Gercek Gozlem),TOI-2295,1.168,1.459,3.9,6.437504834390448e+41,5.676243821037651e+28
Konvektif (Gercek Gozlem),TOI-663,0.514,0.512,0.8634492875466347,2.2010238166762633e+40,1.0495777826631009e+28
Konvektif (Gercek Gozlem),TOI-6448,1.03,0.897,20.5,1.834587183998205e+42,9.582336895574613e+28
Konvektif (Gercek Gozlem),TOI-1064,0.748,0.726,2.7,1.420223875126056e+41,2.6661259541202314e+28
Radyatif (Gercek Gozlem),WASP-101,1.41,1.31,12.4,2.2185382456364397e+42,1.0537454637247746e+29
Konvektif (Gercek Gozlem),HD 158259,1.08,1.21,2.9,3.6708103724292e+41,4.286306602009757e+28
Konvektif (Gercek Gozlem),55 Cnc B,0.26,0.274,1.29,8.9016076359756e+39,6.674772713032905e+27
Radyatif (Gercek Gozlem),KELT-20,1.76,1.565,117.4,3.1322032301720166e+43,3.959380361079721e+29
Konvektif (Gercek Gozlem),Kepler-62,0.69,0.64,0.4,1.7109758615040003e+40,9.253887156363142e+27
Konvektif (Gercek Gozlem),HD 21520,1.09,1.044,2.5,2.7556358856390002e+41,3.7137543536958116e+28
Konvektif (Gercek Gozlem),HD 28471,0.98,1.08,2.0,2.050381399248e+41,3.2034620593048088e+28
Radyatif (Gercek Gozlem),TOI-4641,1.41,1.72,86.3,2.027277413379036e+43,3.185362397043024e+29
Konvektif (Gercek Gozlem),WASP-107,0.683,0.657,0.507,2.2036816690411886e+40,1.0502113017383184e+28
Konvektif (Gercek Gozlem),ome Ser,1.01,10.99,1.89,2.032056115492221e+42,1.008486540737634e+29
Konvektif (Gercek Gozlem),CoRoT-2,0.96,0.906,10.87,9.157644944989631e+41,6.770085581714007e+28
Konvektif (Gercek Gozlem),TYC 1422-614-1,1.15,6.85,1.4,1.0682459968634999e+42,7.312028829865469e+28
Konvektif (Gercek Gozlem),TOI-4010,0.88,0.83,1.3,9.197270154072e+40,2.145515862293111e+28
Konvektif (Gercek Gozlem),Kepler-100,1.08,1.49,3.7,5.7672207418644e+41,5.37261283529718e+28
Konvektif (Gercek Gozlem),TOI-700,0.415,0.421,0.39443592671129907,6.67515699247977e+39,5.780068698255705e+27
Konvektif (Gercek Gozlem),HD 104067,0.82,0.78,2.32,1.4373127114819198e+41,2.6821180650232987e+28
Konvektif (Gercek Gozlem),Kepler-11,0.961,1.065,0.4,3.9654074051046003e+40,1.4087896901039711e+28
Konvektif (Gercek Gozlem),HD 12661,1.2,1.2,1.3,1.81326246192e+41,3.012538414244256e+28
Radyatif (Gercek Gozlem),HD 40956,2.0,8.56,2.7,4.4773634636640005e+42,1.4969711602053282e+29
Konvektif (Gercek Gozlem),TOI-4495,1.247,1.309,6.8,1.0751519309334807e+42,7.335625941569585e+28
Konvektif (Gercek Gozlem),GJ 3470,0.539,0.547,1.2847829264450112,3.6691095143452077e+40,1.3551351033461293e+28
Konvektif (Gercek Gozlem),HD 183263,1.06,1.23,1.6,2.0206252973088003e+41,3.1801320296915772e+28
Konvektif (Gercek Gozlem),K2-136,0.742,0.677,2.0,9.7314464267748e+40,2.2069421848328047e+28
Konvektif (Gercek Gozlem),HD 107148,1.12,1.169193,0.73,9.25938017413548e+40,2.1527481068344294e+28
Konvektif (Gercek Gozlem),Kepler-20,0.929,0.9164,0.4,3.2984933461028643e+40,1.2848725892562478e+28
Radyatif (Gercek Gozlem),TOI-4551,1.31,3.55,2.84,1.27930122354762e+42,8.001817935172522e+28
Konvektif (Gercek Gozlem),HD 46375,0.92,0.914196,0.86,7.00616598056156e+40,1.8725890045230536e+28
Konvektif (Gercek Gozlem),TIC 4672985,1.01,1.15,3.5,3.937695097927499e+41,4.439390011399179e+28
Konvektif (Gercek Gozlem),K2-100,1.15,1.24,14.0,1.933759176804e+42,9.837923743543847e+28
Konvektif (Gercek Gozlem),AU Mic,0.635,0.862,9.2,4.87779613183044e+41,4.940991201490386e+28
Konvektif (Gercek Gozlem),TOI-2015,0.3041,0.3273,2.0,1.9281785516180458e+40,9.823717881429424e+27
Konvektif (Gercek Gozlem),HAT-P-53,1.093,1.209,4.1,5.247895108097187e+41,5.125011344550147e+28
Konvektif (Gercek Gozlem),TOI-2529,1.11,1.7,3.7,6.7628296917090006e+41,5.81790309776641e+28
Konvektif (Gercek Gozlem),TOI-3862,0.9,0.92,3.5,2.8070697727800004e+41,3.7482526945447745e+28
Konvektif (Gercek Gozlem),K2-34,1.16,1.42,6.31,1.006770587665752e+42,7.098515218099429e+28
Konvektif (Gercek Gozlem),GJ 3021,0.9,0.9,5.5,4.315215955050001e+41,4.647330142426155e+28
Konvektif (Gercek Gozlem),Kepler-47,0.957,0.936,4.1,3.5573489609177525e+41,4.219543737650163e+28
Konvektif (Gercek Gozlem),HD 190984,0.91,1.53,3.4,4.585287450580201e+41,4.790551809503843e+28
Konvektif (Gercek Gozlem),TOI-1260,0.679,0.672,1.5,6.6295665242352e+40,1.8215656352382916e+28
Konvektif (Gercek Gozlem),HD 16141,1.11,1.48,1.93,3.0711203070584404e+41,3.9205831846550584e+28
Konvektif (Gercek Gozlem),HD 103720,0.794,0.73,0.42,2.3580199734764404e+40,1.086365581613821e+28
Konvektif (Gercek Gozlem),TOI-481,1.14,1.66,4.54,8.32192157507256e+41,6.453778671018809e+28
Konvektif (Gercek Gozlem),HD 23472,0.67,0.71,1.45,6.681223194691502e+40,1.8286485591547244e+28
Konvektif (Gercek Gozlem),HD 73344,1.19,1.22,5.67,7.97342066632566e+41,6.317199564836484e+28
Konvektif (Gercek Gozlem),2MASS J22501512+2325342,0.433173,0.437589,30.0,5.508125874148296e+41,5.250542597514069e+28
Konvektif (Gercek Gozlem),K2-111,0.84,1.25,1.1,1.11875969205e+41,2.366304684124195e+28
Konvektif (Gercek Gozlem),TOI-544,0.631,0.623,1.6294924181477353,6.204754125521161e+40,1.7622379366322489e+28
Konvektif (Gercek Gozlem),HD 220842,1.13,1.41647,3.4,5.271322265380571e+41,5.136437902011868e+28
Konvektif (Gercek Gozlem),K2-345,0.56,0.52,1.4243757704351125,4.017637736308575e+40,1.4180372695568122e+28
Konvektif (Gercek Gozlem),61 Vir,0.942,0.963,1.9,1.6694969015137138e+41,2.8906470465825613e+28
Konvektif (Gercek Gozlem),HD 156668,0.785167,0.774528,0.5,2.945262390033983e+40,1.2141273822450874e+28
Konvektif (Gercek Gozlem),WASP-126,1.12,1.27,0.5,6.888847558320001e+40,1.8568445413687197e+28
Konvektif (Gercek Gozlem),HIP 14810,1.01,1.07,0.54,5.6526713728758e+40,1.6820121436212013e+28
Radyatif (Gercek Gozlem),Kepler-462,1.59,1.57,80.0,1.9343790955944e+43,3.1115232692408115e+29
Konvektif (Gercek Gozlem),TOI-763,0.917,0.897,1.7,1.354457949862563e+41,2.6036644979971873e+28
Konvektif (Gercek Gozlem),HD 50499,1.253,1.351,4.313,7.071974803236724e+41,5.949392345901309e+28
Konvektif (Gercek Gozlem),HD 108236,0.869,0.877,4.7,3.469541241887721e+41,4.1671418599226165e+28
Konvektif (Gercek Gozlem),HD 20794,0.79,0.93,3.0,2.134942196751e+41,3.2688524561587563e+28
Konvektif (Gercek Gozlem),Proxima Cen,0.1221,0.141,0.08574008616103573,1.429794159479725e+38,8.459389413144987e+26
Konvektif (Gercek Gozlem),Qatar-6,0.822,0.722,2.9,1.667100721664196e+41,2.8885718713192437e+28
Konvektif (Gercek Gozlem),HD 68988,1.171665,1.255733,2.84,4.047379529705302e+41,4.500794907939023e+28
Konvektif (Gercek Gozlem),HD 99109,0.76,0.98,1.86,1.34186071573008e+41,2.591528428987158e+28
Konvektif (Gercek Gozlem),HD 70573,1.0,0.976919,14.7,1.3910114903971923e+42,8.34387168612834e+28
